# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta_adagrad = 0.5
#     tol_rel_obj = 0.014999999999999999
#     eval_elbo = 10
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_mf.csv
#   diagnostic_file = elbo_mf.csv
#   refresh = 100 (Default)
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-17829.6,0.37478,0.357578,0.267641,15.9682,-7.53518,-4.48426,16.101,5.19272,-14.6255,19.4423,8.48888,17.3854,12.4149,7.12362,16.6074
-17816.8,0.377794,0.355118,0.267088,15.5389,-6.35944,-3.65848,17.4717,4.90489,-15.9226,19.2789,9.4076,17.658,12.5605,7.18438,16.37
-17860.7,0.376752,0.35681,0.266438,17.4828,-6.77308,-1.86199,16.9697,5.20744,-16.1175,19.2919,8.35581,18.6804,12.4988,7.18104,16.2274
-17808.6,0.375721,0.355284,0.268994,15.929,-6.93443,-3.88842,18.3898,5.0333,-15.6271,19.0018,9.31945,18.4297,12.3673,7.24595,16.1701
-17829,0.37729,0.356029,0.266681,15.7009,-6.74903,-1.12892,16.6293,4.84777,-15.769,18.885,8.73245,17.4478,12.357,7.50018,16.5688
-17844.5,0.377728,0.355973,0.266299,14.2147,-7.47141,-5.67712,16.9363,5.0504,-14.8957,18.9001,8.95082,17.9708,12.4712,6.96655,16.8684
-17826.5,0.376272,0.355985,0.267743,15.6384,-6.80731,-4.85681,16.4856,5.03347,-17.9346,19.8529,8.56644,17.7192,12.6541,7.28139,16.0725
-17853,0.373217,0.357578,0.269205,15.237,-7.06361,-6.24485,16.2653,5.01384,-15.9684,20.5371,10.4526,18.1986,12.4834,6.69567,16.88
-17837.4,0.37452,0.356161,0.269319,16.4612,-7.10047,-5.0748,15.9004,4.91587,-18.2513,20.1907,8.03817,17.8172,12.5395,6.95158,16.6659
-17812.5,0.374924,0.355349,0.269727,15.7973,-7.04745,-5.18618,17.301,5.05951,-15.7677,19.5634,9.52344,17.7989,12.4999,7.00568,16.8019
-17846.6,0.376463,0.356453,0.267084,16.4048,-7.19712,-3.68093,16.3844,4.78845,-18.7128,18.9218,8.25573,18.5757,12.525,7.23636,16.6044
-17808,0.376728,0.355642,0.26763,14.6179,-7.52332,-4.76452,15.423,4.924,-16.3646,18.568,9.49289,17.8606,12.3681,7.15101,16.523
-17868.4,0.37641,0.358598,0.264992,17.5851,-8.03438,-4.90461,16.1797,5.11078,-18.0865,19.5533,8.93355,18.1284,12.517,7.07092,16.1961
-17831.2,0.376253,0.3547,0.269047,18.4196,-8.16104,-4.32676,17.1208,5.07436,-15.82,19.4722,9.08788,18.0876,12.5626,7.02613,16.4778
-17788.1,0.372487,0.359629,0.267884,15.4233,-7.32417,-3.96704,16.4561,4.95045,-16.6051,18.4401,9.91844,18.2029,12.4154,6.8466,16.4125
-17896.4,0.37854,0.357135,0.264325,16.0689,-8.5087,-4.54506,16.7806,5.04947,-16.4572,20.0038,8.7642,17.9336,12.3609,7.08419,16.6057
-17834.6,0.375712,0.360101,0.264187,14.9527,-6.69988,-4.47075,17.4444,5.14955,-15.8093,17.9089,8.51913,18.021,12.4999,7.13478,16.6309
-17842.7,0.379333,0.353651,0.267016,14.9651,-7.10768,-4.48155,16.805,5.22853,-14.8818,19.4667,8.89836,17.9549,12.4311,6.87026,16.5835
-17797.3,0.372042,0.359304,0.268654,16.6053,-6.73139,-4.22601,17.5893,4.92886,-17.998,19.331,9.17316,17.7532,12.5012,7.20277,16.2665
-17791.6,0.377576,0.355097,0.267327,16.1655,-7.58101,-2.87246,16.2707,4.91348,-14.6048,17.9209,9.36697,17.7947,12.4806,7.00445,16.4151
-17791.2,0.374747,0.355303,0.26995,16.9051,-6.93358,-3.46307,14.4062,5.01035,-16.0007,18.7333,9.36108,17.8069,12.4143,6.90388,16.6796
-17849.6,0.375775,0.357129,0.267096,16.1257,-7.18127,-2.25466,17.7743,5.05594,-16.7186,18.5,9.93144,18.4071,12.3095,7.01419,17.5734
-17866.7,0.375216,0.358916,0.265868,17.1953,-7.38078,-4.99545,16.0693,5.01558,-16.0243,19.4601,9.03734,18.205,12.4701,7.12846,16.7872
-17843.3,0.374632,0.355753,0.269615,15.6989,-6.60046,-4.99127,17.0402,4.97531,-16.0343,20.0269,8.86083,18.4858,12.3527,7.32669,16.6443
-17865.4,0.377632,0.355635,0.266734,13.2349,-6.14228,-3.68619,16.0288,5.11199,-14.7264,19.8246,9.34629,18.3875,12.4694,7.12628,16.8236
-17841,0.376061,0.353843,0.270097,16.1645,-7.96776,-3.26355,14.9778,4.96729,-14.7725,19.3184,8.47167,18.2605,12.4668,7.04344,17.394
-17875.3,0.375482,0.356465,0.268054,14.1886,-5.86386,-5.12953,19.221,4.93898,-15.7066,20.2908,8.59814,18.7599,12.4696,7.02246,17.0013
-17877.2,0.377184,0.356482,0.266334,14.4126,-7.45205,-6.39747,15.6178,5.14465,-17.6982,19.406,8.67761,18.577,12.5724,7.17877,16.8775
-17865.1,0.37263,0.359997,0.267373,14.6284,-7.83714,-5.07345,16.2737,5.05868,-16.8914,19.1419,7.75784,18.6629,12.5011,7.25421,16.9859
-17840,0.376713,0.356591,0.266696,14.8197,-6.8792,-2.23658,17.1084,4.98913,-14.5143,18.8238,9.27022,17.9337,12.4076,7.34898,16.9452
-17869.1,0.378631,0.356374,0.264994,16.6673,-6.94785,-4.68626,17.7213,5.10863,-17.0069,18.767,9.07888,18.0208,12.3221,7.31976,16.9296
-17839.6,0.375686,0.357469,0.266846,16.6898,-6.93249,-1.79646,16.8512,5.04753,-15.1908,18.9848,8.5675,18.075,12.44,7.01076,16.8796
-17851.4,0.375563,0.356317,0.26812,17.0841,-5.98195,-4.58856,16.3483,4.91688,-18.0726,19.5902,8.62562,18.2205,12.3273,7.10504,16.9139
-17866.4,0.377124,0.354514,0.268362,16.3452,-7.41017,-7.66036,17.2031,5.0575,-16.238,19.598,9.32564,18.6325,12.5094,7.20066,16.4909
-17832.1,0.37469,0.356234,0.269077,16.1655,-7.80469,-4.64249,15.1352,4.96925,-17.0096,20.1378,8.39234,17.7698,12.482,7.02163,16.5148
-17833.8,0.373303,0.35748,0.269217,14.2749,-7.6607,-4.55556,16.566,5.10949,-15.3621,20.3656,9.29936,18.0342,12.2076,7.07225,16.3585
-17814.7,0.374877,0.35692,0.268202,16.158,-7.41117,-2.00344,16.5317,5.05041,-15.8323,18.8881,8.83214,18.1612,12.4124,7.21232,16.4682
-17829.8,0.372872,0.358466,0.268662,17.5087,-7.68753,-4.82008,17.614,5.19359,-16.2174,19.6817,8.63753,18.3812,12.4438,6.94379,16.2155
-17835.6,0.377642,0.352596,0.269762,15.293,-6.76559,-1.74743,16.8444,5.40506,-17.3174,20.1248,8.11261,18.2048,12.3105,6.74181,16.4416
-17836.4,0.376271,0.354949,0.268779,17.2527,-6.12372,-4.3041,16.0518,5.15333,-16.2455,19.9015,8.86606,18.0808,12.4408,6.96709,16.5361
-17839.3,0.372649,0.356287,0.271064,15.9061,-7.71074,-5.40322,17.0622,5.3398,-16.1256,20.5242,10.1978,17.6734,12.5443,6.98713,17.0717
-17803.7,0.373222,0.357281,0.269497,16.7104,-6.6743,-2.24867,18.0152,5.11235,-16.2428,19.0838,9.50609,18.077,12.4491,7.04431,16.8143
-17856.9,0.375728,0.358614,0.265658,14.553,-6.38191,-4.25675,15.8105,5.03756,-16.1238,20.0625,8.91485,17.8334,12.3919,7.29767,16.3083
-17809,0.373282,0.358027,0.268691,14.2933,-6.41812,-2.58046,17.9937,5.15233,-16.3295,19.3241,8.1353,18.0201,12.4831,7.00967,16.436
-17860.3,0.37659,0.355985,0.267424,17.2765,-8.0391,-0.131238,16.3033,5.13896,-14.8323,19.9107,9.34097,18.047,12.4434,7.16974,16.3371
-17902.6,0.375699,0.360075,0.264226,13.8765,-7.88973,-4.42409,16.665,5.05073,-12.6184,20.0901,9.61802,17.9484,12.5114,7.13434,16.7149
